stop_id;nom;latitude;longitude
StopPoint:OCETGV INOUI-87751008;marseille saint charles;43.30303;5.380555
StopArea:OCE87751081;marseille blancarde;43.296144;5.406559
StopPoint:OCETGV INOUI-87751081;marseille blancarde;43.296144;5.406559
StopArea:OCE87753004;miramas;43.580954;4.999325
StopPoint:OCETGV INOUI-87753004;miramas;43.580954;4.999325
StopArea:OCE87753657;arles;43.685359;4.632109
StopPoint:OCETGV INOUI-87753657;arles;43.685359;4.632109
StopArea:OCE87755009;toulon;43.12836;5.92972
StopPoint:OCEOUIGO-87755009;toulon;43.12836;5.92972
StopPoint:OCETGV INOUI-87755009;toulon;43.12836;5.92972
StopArea:OCE87755447;les arcs   draguignan;43.455592;6.482469
StopPoint:OCEOUIGO-87755447;les arcs   draguignan;43.455592;6.482469
StopPoint:OCETGV INOUI-87755447;les arcs   draguignan;43.455592;6.482469
StopArea:OCE87755629;hyeres;43.108257;6.124625
StopPoint:OCETGV INOUI-87755629;hyeres;43.108257;6.124625
StopArea:OCE87756056;nice ville;43.704832;7.26199
StopPoint:OCEOUIGO-87756056;nice ville;43.704832;7.26199
StopPoint:OCETGV INOUI-87756056;nice ville;43.704832;7.26199
StopArea:OCE87757526;saint raphael valescure;43.424386;6.768467
StopPoint:OCEOUIGO-87757526;saint raphael valescure;43.424386;6.768467
StopPoint:OCETGV INOUI-87757526;saint raphael valescure;43.424386;6.768467
StopArea:OCE87757625;cannes;43.553991;7.019577
StopPoint:OCEOUIGO-87757625;cannes;43.553991;7.019577
StopPoint:OCETGV INOUI-87757625;cannes;43.553991;7.019577
StopArea:OCE87757674;antibes;43.585879;7.119417
StopPoint:OCEOUIGO-87757674;antibes;43.585879;7.119417
StopPoint:OCETGV INOUI-87757674;antibes;43.585879;7.119417
StopArea:OCE87761007;valence ville;44.927646;4.893423
StopPoint:OCETGV INOUI-87761007;valence ville;44.927646;4.893423
StopArea:OCE87762906;lyon saint exupery tgv;45.720961;5.075793
StopPoint:OCEOUIGO-87762906;lyon saint exupery tgv;45.720961;5.075793
StopPoint:OCETGV INOUI-87762906;lyon saint exupery tgv;45.720961;5.075793
StopArea:OCE87763029;valence tgv rhone alpes sud;44.99155;4.978733
StopPoint:OCEOUIGO-87763029;valence tgv rhone alpes sud;44.99155;4.978733
StopPoint:OCETGV INOUI-87763029;valence tgv rhone alpes sud;44.99155;4.978733
StopArea:OCE87764001;montelimar;44.559067;4.744687
StopPoint:OCETGV INOUI-87764001;montelimar;44.559067;4.744687
StopArea:OCE87765008;avignon centre;43.941167;4.80633
StopPoint:OCETGV INOUI-87765008;avignon centre;43.941167;4.80633
StopArea:OCE87765107;orange;44.137485;4.820058
StopPoint:OCETGV INOUI-87765107;orange;44.137485;4.820058
StopArea:OCE87773002;montpellier saint roch;43.60478;3.881168
StopPoint:OCEOUIGO-87773002;montpellier saint roch;43.60478;3.881168
StopPoint:OCETGV INOUI-87773002;montpellier saint roch;43.60478;3.881168
StopArea:OCE87773200;sete;43.412808;3.69641
StopPoint:OCEOUIGO-87773200;sete;43.412808;3.69641
StopPoint:OCETGV INOUI-87773200;sete;43.412808;3.69641
StopArea:OCE87775007;nimes centre;43.832387;4.366081
StopPoint:OCEOUIGO-87775007;nimes centre;43.832387;4.366081
StopPoint:OCETGV INOUI-87775007;nimes centre;43.832387;4.366081
StopArea:OCE87781005;beziers;43.336269;3.218993
StopPoint:OCEOUIGO-87781005;beziers;43.336269;3.218993
StopPoint:OCETGV INOUI-87781005;beziers;43.336269;3.218993
StopArea:OCE87781104;narbonne;43.190664;3.005562
StopPoint:OCEOUIGO-87781104;narbonne;43.190664;3.005562
StopPoint:OCETGV INOUI-87781104;narbonne;43.190664;3.005562
StopArea:OCE87781278;agde;43.317539;3.465748
StopPoint:OCEOUIGO-87781278;agde;43.317539;3.465748
StopPoint:OCETGV INOUI-87781278;agde;43.317539;3.465748
StopArea:OCE87784009;perpignan;42.696079;2.879622
StopPoint:OCEOUIGO-87784009;perpignan;42.696079;2.879622
StopPoint:OCETGV INOUI-87784009;perpignan;42.696079;2.879622
StopArea:OCE88140010;bruxelles midi;50.83556;4.336389
StopPoint:OCETGV INOUI-88140010;bruxelles midi;50.83556;4.336389
